Life.expectancy,Year,Status,Adult.Mortality,Alcohol,BMI,Schooling,GDP,Polio,Income.composition.of.resources
59.7,2002,Developing,315,8.34,29.2,12.3,412.55271,44,0.636
59.8,2001,Developing,37,9.29,28.7,12.3,3976.14887,44,0.633
61,2000,Developing,296,8.87,28.1,12.2,4116.46693,44,0.637
74.5,2014,Developing,125,6.13,55.3,13.5,4429.6575,91,0.759
74.5,2013,Developing,128,5.91,54.4,13.5,4274.376857,94,0.755
74.2,2012,Developing,13,7.71,53.6,13.4,4142.869175,93,0.749
73.9,2011,Developing,127,8.14,52.8,13.3,3725.63221,88,0.742
73.8,2010,Developing,132,7.24,52,13.3,2964.47734,88,0.738
73.2,2009,Developing,133,6.66,51.3,12.8,276.588512,93,0.734
73.9,2008,Developing,128,7.17,5.5,13.1,3174.9491,9,0.735
74.4,2007,Developing,12,8.65,49.9,12.5,2492.12878,88,0.722
73.9,2006,Developing,126,6.18,49.2,12.6,1872.68416,89,0.714
73.9,2005,Developing,128,4.7,48.6,12.2,153.57521,82,0.703
72.3,2004,Developing,134,3.74,48.1,12,127.367228,66,0.694
72.7,2003,Developing,132,3.36,47.5,11.8,928.18227,74,0.684
71.7,2002,Developing,142,2.72,47,11.8,779.3845935,89,0.677
73,2001,Developing,121,2.76,46.5,11.7,733.974142,83,0.673
71.8,2000,Developing,129,3.28,46,11.4,691.997711,81,0
89,2014,Developed,69,11.03,61.9,17,4792.65288,94,0.92
86,2013,Developed,71,10.94,61.4,16.9,4653.91143,94,0.919
86,2012,Developed,71,11.18,6.9,16.9,4465.24891,94,0.916
85,2011,Developed,74,11.2,6.4,16.8,4681.32796,94,0.912
81,2010,Developed,76,11.2,59.9,16.7,41785.55691,94,0.907
80,2009,Developed,79,11.22,59.5,16.7,41732.7725,95,0.906
79.9,2008,Developed,8,11.36,59,16.6,45699.19832,95,0.903
79.8,2007,Developed,82,11.5,58.5,16.6,41814.8191,95,0.898
79.6,2006,Developed,84,11.76,58,16.5,36447.87232,94,0.892
79.2,2005,Developed,85,11.67,57.6,16.4,34696.6292,95,0.884
79.1,2004,Developed,86,11.83,57.1,16.4,34165.9343,96,0.877
78.5,2003,Developed,9,11.92,56.6,16.3,3359.95215,96,0.872
78.4,2002,Developed,91,12.25,56.1,16.3,2525.16445,97,0.867
78.3,2001,Developed,92,12.46,55.6,16.2,23687.31689,96,0.86
78,2000,Developed,95,12.91,55.1,16.2,23718.7467,94,0.855
62.1,2014,Developing,253,0.01,28,11.7,1432.227943,93,0.576
61.9,2013,Developing,254,0.01,27.3,11.5,1814.492297,91,0.57
61.6,2012,Developing,257,0.01,26.7,11.2,1629.8222,91,0.563
61.2,2011,Developing,263,1.64,26.1,10.9,1574.978653,91,0.554
69,2010,Developing,267,1.69,25.5,10.5,1312.67557,94,0.547
66,2009,Developing,271,1.76,24.9,10.4,186.76538,94,0.542
63,2008,Developing,275,1.78,24.2,9.8,1224.41554,92,0.53
59.9,2007,Developing,28,1.25,23.6,9.1,19.686718,94,0.519
59.4,2006,Developing,288,1.7,23,8.7,922.9351677,84,0.51
58.9,2005,Developing,296,1.5,22.4,8.1,498.172394,85,0.499
58.3,2004,Developing,34,1.46,21.8,7.7,423.1936389,81,0.491
57.9,2003,Developing,38,1.53,21.2,7.9,373.2815537,8,0.489
57.6,2002,Developing,31,1.6,2.7,7.6,39.484473,8,0.484
57.4,2001,Developing,39,1.49,2.1,8,273.6596668,81,0.485
57.2,2000,Developing,38,1.6,19.5,7.7,263.1124679,88,0.48
88,2014,Developing,73,7.53,66,17.2,21673.7817,99,0.862
86,2013,Developing,74,7.46,65.4,17.1,21874.8195,99,0.86
84,2012,Developing,76,8.2,64.9,16.8,22242.68193,99,0.858
85,2011,Developing,76,8.02,64.3,16.7,25916.29353,99,0.86
83,2010,Developing,76,9,63.7,16.4,26917.75898,99,0.859
80,2009,Developing,78,9.08,63.1,16.2,2971.973,99,0.857
79.9,2008,Developing,77,9.51,62.4,15.9,31997.2821,99,0.853
79.4,2007,Developing,8,9.67,61.8,16.4,28827.32636,99,0.855
79.7,2006,Developing,77,9.42,61.2,16.3,2481.15781,98,0.85
79.3,2005,Developing,81,9.95,6.5,15.6,22551.73574,96,0.839
79.2,2004,Developing,81,9.56,59.9,15.3,21955.149,95,0.83
79.1,2003,Developing,81,9.46,59.2,15.2,18477.57841,93,0.823
79,2002,Developing,81,8.09,58.6,14.6,1411.31339,92,0.811
78.7,2001,Developing,83,8.62,58,14.2,12538.17883,9,0.801
78.2,2000,Developing,84,8.48,57.4,13.9,1242.95373,89,0.794
73.5,2014,Developing,143,8.42,47.4,15.8,8569.776998,81,0.749
73.3,2013,Developing,144,8.25,46.5,15.8,7955.615985,98,0.746
73.1,2012,Developing,146,8.07,45.6,15.8,7583.1872,98,0.744
72.9,2011,Developing,15,7.84,44.7,15.8,741.48438,95,0.741
72.6,2010,Developing,154,7.91,43.9,15.8,7365.666659,94,0
72.4,2009,Developing,158,8.42,43.1,15.6,7395.88125,99,0
72.1,2008,Developing,162,8.92,42.4,15.4,7946.944346,99,0
71.9,2007,Developing,164,9.06,41.8,15.3,7322.596862,96,0
71.7,2006,Developing,167,9.06,41.1,15.1,6764.722867,91,0
71.5,2005,Developing,169,8.8,4.5,14.9,6754.512393,99,0
73,2004,Developing,187,8.43,39.9,14.8,5836.17763,84,0
71.1,2003,Developing,173,9.75,39.4,14.6,5773.73577,98,0
79,2002,Developing,176,10.71,38.8,14.4,5292.232379,98,0
77,2001,Developing,178,9.61,38.2,14.3,519.958715,96,0
74,2000,Developing,182,9.4,37.7,14.1,5117.589923,97,0
71.7,2014,Developing,187,1.88,49.9,10.7,3687.763767,65,0.614
71.4,2013,Developing,189,1.93,49.3,10.7,3452.828934,84,0.611
71.3,2012,Developing,189,2.02,48.6,10.6,3299.65139,94,0.616
71.1,2011,Developing,193,2.16,47.9,10.5,3187.845296,88,0.609
77,2010,Developing,196,2.14,47.2,10.5,2825.5247,94,0.602
76,2009,Developing,198,2.14,46.5,10.4,2635.753474,92,0.596
79,2008,Developing,19,2.21,45.9,10.4,2794.22189,96,0.589
75,2007,Developing,192,2.4,45.2,10.1,2489.955836,85,0.578
69.7,2006,Developing,24,2.38,44.5,9.8,2256.56724,9,0.57
69.2,2005,Developing,28,2.35,43.8,9.6,277.83438,87,0.567
69.6,2004,Developing,21,2.4,43.1,9.3,1872.73783,88,0.564
69.4,2003,Developing,24,2.45,42.4,9,1753.349471,84,0.56
69.3,2002,Developing,21,2.41,41.7,8.8,171.771491,82,0.553
68.4,2001,Developing,211,2.53,41.1,8.5,1568.376276,78,0.546
67.7,2000,Developing,221,2.63,4.4,8.2,1655.596261,8,0.539
58.1,2014,Developing,299,0.01,22.7,8.6,561.997387,42,0.412
58.8,2013,Developing,284,0.01,22.2,8.5,54.169324,63,0.406
58.4,2012,Developing,288,0.01,21.7,8.5,52.3485646,63,0.396
58.1,2011,Developing,29,0.22,21.2,8.4,459.2912,63,0.385
57.8,2010,Developing,291,0.2,2.8,8.3,438.7513346,62,0.38
57.3,2009,Developing,297,0.18,2.3,8.1,436.6895539,6,0.376
56.8,2008,Developing,33,0.21,19.8,7.9,437.4467238,59,0.371
56.4,2007,Developing,36,0.19,19.4,7.6,49.456775,46,0.364
55.6,2006,Developing,317,0.16,19,7.1,296.68382,53,0.356
54.7,2005,Developing,327,0.21,18.5,6.6,33.424498,59,0.346
54,2004,Developing,334,0.34,18.1,5.1,386.3288283,65,0.325
53.3,2003,Developing,338,0.18,17.7,5.9,37.1931781,61,0.338
52.9,2002,Developing,337,0.21,17.3,5.5,322.811171,56,0.329
52.5,2001,Developing,336,0.17,16.9,5.1,315.83983,52,0.322
52.5,2000,Developing,328,0.17,16.6,4.8,34.516918,47,0.316
58.4,2014,Developing,282,0.01,25.6,9.2,642.6256154,87,0.419
58.1,2013,Developing,279,0.01,25,9.1,61.566347,87,0.415
57.6,2012,Developing,285,0.01,24.3,9.1,67.7518833,87,0.416
57.1,2011,Developing,289,3.57,23.7,9,692.69989,85,0.41
56.7,2010,Developing,287,3.21,23.1,8.9,543.957418,82,0.405
56.3,2009,Developing,288,2.55,22.5,8.9,544.222779,78,0.401
55.6,2008,Developing,297,2.64,21.9,8.8,583.5445622,77,0.398
55,2007,Developing,32,2.98,21.3,8.8,481.694976,76,0.394
54.4,2006,Developing,36,3.22,2.7,8.3,418.94454,74,0.388
53.9,2005,Developing,37,3.1,2.1,8,424.9534585,73,0
53.5,2004,Developing,38,2.58,19.6,7.7,393.3138244,69,0
53,2003,Developing,38,2.16,19,7.4,36.5718585,65,0
52.8,2002,Developing,35,2.47,18.5,7.1,321.481324,61,0
52.5,2001,Developing,32,2.55,17.9,6.7,39.486749,56,0
52.1,2000,Developing,3,2.84,17.4,6.4,297.7519443,52,0
66,2014,Developing,217,7.64,45.9,10.3,43.82321,97,0.636
65.9,2013,Developing,218,7.56,45,10.3,3944.178173,98,0.633
65.8,2012,Developing,22,7.57,44.1,10.6,3785.935665,97,0.63
65.6,2011,Developing,229,7.56,43.2,10.3,3439.597513,93,0.624
65.9,2010,Developing,221,7.52,42.4,10.2,326.281212,95,0.618
66.1,2009,Developing,218,7.49,41.6,10.5,2716.35256,97,0.618
66.3,2008,Developing,218,7.32,4.9,10.7,2576.124957,93,0.618
65.7,2007,Developing,232,7.2,4.3,11.2,2327.58324,94,0.62
65.2,2006,Developing,24,7.04,39.6,11.7,1945.6395,92,0.622
65,2005,Developing,238,7.35,39,11.4,198.455216,93,0.619
65.1,2004,Developing,237,7.84,38.4,11.2,145.58861,91,0.613
65.3,2003,Developing,237,7.93,37.8,11.1,986.7958173,91,0.611
65.3,2002,Developing,244,7.73,37.1,11,96.8674827,93,0.609
65.4,2001,Developing,247,6.71,36.4,10.9,925.582546,9,0.606
65.4,2000,Developing,246,6.63,35.7,10.9,946.599372,79,0.602
63.1,2014,Developing,245,0.01,48.8,9.1,83.1148117,55,0.487
62.7,2013,Developing,253,5.68,47.7,9.1,81.265673,67,0.483
62.3,2012,Developing,259,5.68,46.5,8.9,766.8437623,67,0.477
62.3,2011,Developing,259,5.68,45.3,8.7,74.9358452,67,0.47
36.3,2010,Developing,682,5.76,44.2,8.6,662.2795182,66,0.47
62.5,2009,Developing,251,5.85,43,8.5,668.297646,65,0.466
62.1,2008,Developing,259,5.95,41.8,8.4,674.7564147,64,0.462
61.8,2007,Developing,266,6.08,4.7,8.4,615.8198192,62,0.458
61.1,2006,Developing,28,6.18,39.6,8.3,55.47626,61,0.455
65,2005,Developing,29,5.57,38.5,8.2,465.311876,6,0.452
58.7,2004,Developing,32,6.1,37.5,8.1,387.9429725,58,0.45
59.7,2003,Developing,3,6.64,36.5,8.1,329.782946,56,0.447
59.3,2002,Developing,33,6.1,35.6,8,393.16327,54,0.444
58.9,2001,Developing,35,6.22,34.8,7.9,413.7383164,52,0.443
58.6,2000,Developing,35,4.79,34,7.8,462.486524,5,0.439
74.5,2014,Developing,149,2.87,5.2,11.4,2242.711912,97,0.618
74.3,2013,Developing,15,3.11,49.3,11.6,2136.77395,97,0.614
74.1,2012,Developing,151,3.11,48.4,11.6,2178.38325,97,0.614
73.9,2011,Developing,153,3.1,47.6,11.7,212.584798,97,0.611
73.6,2010,Developing,156,3.1,46.8,11.5,1932.85829,97,0.606
73.4,2009,Developing,157,3.08,45.9,11.3,1815.489496,97,0.603
73.2,2008,Developing,159,3.14,45.1,11.1,1751.595857,93,0.597
73,2007,Developing,16,3.16,44.3,10.9,1592.572182,94,0.59
72.8,2006,Developing,161,3.23,43.5,10.8,1437.628785,94,0.583
72.5,2005,Developing,163,3.23,42.8,10.6,1311.741714,98,0.577
72.2,2004,Developing,165,3.02,42,10.4,1217.657961,94,0.571
71.9,2003,Developing,166,3.04,41.2,10.3,1157.3427,92,0.566
71.6,2002,Developing,169,3.09,4.4,10.1,1132.8721,95,0.561
71.3,2001,Developing,171,2.74,39.6,9.9,113.4546,99,0.557
71,2000,Developing,174,2.61,38.8,9.8,188.783165,88,0.551
75.6,2014,Developed,137,0.01,64.2,15.8,14117.97668,99,0.834
75.5,2013,Developed,139,10.88,63.6,15.4,13613.6147,99,0.824
75,2012,Developed,146,11.27,63,15.4,12834.32349,99,0.823
74.8,2011,Developed,15,11.51,62.4,15.4,1448.87958,99,0.821
74.5,2010,Developed,156,10.78,61.7,15.3,1325.53379,99,0.817
74.2,2009,Developed,162,11.46,61.1,15.3,12967.16543,99,0.816
74.1,2008,Developed,165,11.64,6.5,15.3,15669.25929,99,0.812
73.5,2007,Developed,176,12.55,59.9,15.3,13842.6549,99,0.809
73.4,2006,Developed,177,13.16,59.3,15.2,11398.76584,99,0.802
72.9,2005,Developed,182,12.94,58.8,15,11161.72441,99,0.795
72.9,2004,Developed,18,13.28,58.2,15.3,1259.5266,99,0.793
72.5,2003,Developed,184,13.24,57.6,14.9,8396.25323,99,0.784
72.5,2002,Developed,184,13.29,57.1,14.6,665.6443,98,0.775
72.3,2001,Developed,185,13.18,56.6,14.2,527.85364,99,0.769
71.7,2000,Developed,193,12.22,56.1,13.9,4623.46712,99,0.761
82.5,2014,Developed,49,7.45,6.6,19,52473.11356,9,0.915
82.4,2013,Developed,5,7.31,6.2,19,4781.3888,91,0.907
82.5,2012,Developed,5,7.81,59.7,18.7,44333.8518,89,0.901
82.1,2011,Developed,51,8.13,59.3,18.6,46.217,95,0.894
81.8,2010,Developed,53,8.25,58.9,18.4,41676.44527,96,0.894
81.6,2009,Developed,55,10.22,58.5,18.4,4461.89251,96,0.894
81.4,2008,Developed,58,8.49,58.1,18.2,55575.29196,98,0.892
81.3,2007,Developed,59,7.53,57.8,18.2,68348.31817,97,0.887
81.1,2006,Developed,61,7.2,57.4,18.1,5613.54115,97,0.884
81,2005,Developed,62,7.05,56.9,17.9,56249.7555,95,0.879
88,2004,Developed,65,6.79,56.5,18.3,46917.27216,99,0.873
87,2003,Developed,65,6.61,55.9,17.6,3944.999,97,0.866
84,2002,Developed,7,6.61,55.4,17.2,31996.2172,95,0.859
80,2001,Developed,72,6.37,54.8,17.1,28585.9254,92,0.854
79.7,2000,Developed,74,6.17,54.2,16.8,31813.37344,98,0.847
68,2014,Developing,184,3.07,18.1,11.6,1573.11889,84,0.607
67.6,2013,Developing,187,3.11,17.5,11.5,1452.195373,82,0.599
67.3,2012,Developing,19,3.1,17,11.3,1446.98541,79,0.59
66.8,2011,Developing,193,3,16.4,10.8,1461.671957,79,0.58
66.4,2010,Developing,196,2.77,15.9,10.4,1345.77153,76,0.569
66,2009,Developing,2,2.5,15.4,10.5,19.317765,73,0.563
65.5,2008,Developing,23,1.93,14.9,10.2,991.484634,69,0.556
65.2,2007,Developing,26,1.59,14.4,9.9,118.166373,67,0.546
64.8,2006,Developing,28,1.37,13.9,9.7,792.259698,66,0.536
64.4,2005,Developing,211,1.27,13.5,9.4,77.819,65,0.526
64,2004,Developing,214,1.2,13,9.2,621.3183767,58,0.518
63.7,2003,Developing,216,1.19,12.6,8.6,541.1352279,57,0.505
63.3,2002,Developing,219,1.1,12.2,8.4,466.2842,58,0.499
62.9,2001,Developing,222,1,11.8,8.3,447.138966,58,0.494
62.5,2000,Developing,224,0.93,11.4,8.3,438.864634,57,0.489
68.9,2014,Developing,179,0.09,26.5,12.9,3491.595887,8,0.682
68.7,2013,Developing,181,0.09,25.6,12.9,362.663981,86,0.677
68.5,2012,Developing,183,0.08,24.7,12.6,3687.953996,84,0.669
68.3,2011,Developing,185,0.08,23.8,12.3,3634.27685,81,0.662
68.1,2010,Developing,187,0.08,22.9,12.1,3113.48635,82,0.656
67.9,2009,Developing,189,0.08,22.1,11.7,2254.44566,85,0.645
67.7,2008,Developing,189,0.07,21.3,11.7,216.52766,83,0.641
67.5,2007,Developing,19,0.06,2.5,11,1855.93915,77,0.638
67.3,2006,Developing,191,0.06,19.7,10.9,1586.254,78,0.632
67.2,2005,Developing,19,0.06,19,11.1,126.928834,79,0.629
65.3,2004,Developing,213,0.06,18.2,11,1148.56996,79,0.624
66.9,2003,Developing,189,0.05,17.5,10.8,164.59447,8,0.613
66.7,2002,Developing,189,0.05,16.7,10.6,899.5556857,8,0.608
66.5,2001,Developing,188,0.06,16,10.6,747.9817455,77,0.604
66.3,2000,Developing,188,0.06,15.4,10.7,78.92744,72,0.597
67.9,2014,Developing,199,0.01,58.5,10.1,673.74737,67,0.658
69.5,2013,Developing,17,0.01,57.8,10.3,6925.22446,7,0.659
76,2012,Developing,147,0.01,57.2,10.5,6651.12242,7,0.656
77,2011,Developing,144,0.17,56.5,10.4,5854.614497,8,0.649
76,2010,Developing,145,0.19,55.8,10.4,452.74948,74,0.646
74,2009,Developing,148,0.2,55.2,10.3,3735.144836,78,0.643
69.3,2008,Developing,167,0.17,54.5,10.3,4521.3247,71,0.638
65.9,2007,Developing,227,0.14,53.8,10.2,3129.224922,74,0.636
64.7,2006,Developing,249,0.03,53.2,10.2,2351.812429,63,0.631
66.8,2005,Developing,29,0.18,52.5,10.1,1849.63911,69,0.628
67.2,2004,Developing,21,0.32,51.9,9.8,1391.816923,69,0.603
81.2,2014,Developed,66,10.75,62.1,18.6,5553.32623,96,0.91
81,2013,Developed,67,10.49,61.3,18.6,5234.76736,96,0.902
85,2012,Developed,69,11.49,6.5,18.5,49231.36254,95,0.895
84,2011,Developed,7,11.72,59.7,18.5,52567.52568,95,0.909
86,2010,Developed,68,11.88,58.9,18.2,48538.58776,94,0.907
79.7,2009,Developed,77,11.41,58.2,17.9,51983.78892,94,0.909
79.8,2008,Developed,75,12.66,57.4,17.9,61235.415,93,0.908
79.5,2007,Developed,75,13.59,56.6,17.6,61388.17457,92,0.902
79,2006,Developed,78,13.44,55.8,17.6,54326.9713,91,0.896
78.7,2005,Developed,78,13.31,55.1,17.5,5886.82789,9,0.889
78.3,2004,Developed,82,13.32,54.4,17.1,47631.6377,89,0.88
78,2003,Developed,82,13.24,53.6,16.8,4117.15532,86,0.87
77.4,2002,Developed,88,14.17,52.9,16.5,32539.1937,83,0.862
77,2001,Developed,89,14.27,52.2,16.4,28223.55528,84,0.857
76.4,2000,Developed,94,14.07,51.5,16.2,26241.91883,86,0.848
82.2,2014,Developing,6,2.62,64.6,16,37582.84624,95,0.895
82.1,2013,Developing,61,2.69,64.2,15.9,36393.66932,96,0.891
81.8,2012,Developing,6,2.78,63.8,15.9,32569.59683,94,0.889
81.8,2011,Developing,61,2.67,63.4,15.8,33657.15727,94,0.883
81.7,2010,Developing,61,2.63,63,15.7,3661.994,95,0.878
81.5,2009,Developing,63,2.55,62.6,15.6,27795.87671,96,0.876
81,2008,Developing,65,2.47,62.1,15.8,29657.4421,94,0.877
84,2007,Developing,68,2.33,61.6,15.7,258.637,95,0.872
84,2006,Developing,68,2.23,61.1,15.7,2195.1769,94,0.87
80,2005,Developing,71,2.41,6.6,15.8,2611.17931,95,0.866
81,2004,Developing,69,2.23,6.1,15.9,19888.172,95,0.863
79.7,2003,Developing,71,2.32,59.6,16,18946.99942,93,0.863
79.3,2002,Developing,74,2.47,59.2,15.3,18431.15696,91,0.855
79.3,2001,Developing,74,2.53,58.7,15.1,236.19646,93,0.85
78.9,2000,Developing,76,2.53,58.3,15.2,2152.1432,93,0.845
82.5,2014,Developed,57,7.56,63.1,16.3,35396.66517,95,0.877
82.3,2013,Developed,58,7.35,62.6,16.5,3537.27441,96,0.876
82,2012,Developed,6,7.49,62.1,16.6,34814.12436,96,0.877
82,2011,Developed,6,6.98,61.5,16.4,38334.68477,96,0.872
81.8,2010,Developed,6,6.95,61,16.4,35849.37364,96,0.869
81.6,2009,Developed,61,7.25,6.5,16.3,36976.84512,96,0.868
81.5,2008,Developed,61,7.96,59.9,16.3,464.18465,96,0.866
81.3,2007,Developed,63,8.37,59.4,16.1,37698.78573,97,0.862
81.2,2006,Developed,65,8.44,58.8,16,3341.7482,97,0.856
88,2005,Developed,66,8.65,58.2,15.8,31959.26215,97,0.851
89,2004,Developed,66,8.98,57.6,15.6,31174.56118,97,0.846
79.9,2003,Developed,72,9.3,57,15.4,27387.2258,97,0.841
80,2002,Developed,72,9.25,56.4,15.2,22196.5736,96,0.836
79.8,2001,Developed,75,9.69,55.7,14.9,24.819,96,0.828
79.4,2000,Developed,77,9.78,55,14.8,251.2426,97,0.823
75.8,2014,Developing,133,3.83,53.5,12.8,4855.743789,93,0.727
75.6,2013,Developing,136,3.79,52.7,12.8,56.144952,86,0.727
75.3,2012,Developing,138,3.65,52,12.8,521.33363,96,0.725
75.2,2011,Developing,139,3.58,51.2,12.8,513.549487,93,0.722
75,2010,Developing,138,3.55,5.5,12.7,4682.728424,94,0.721
74.7,2009,Developing,142,3.33,49.7,12.7,4293.383274,9,0.721
74.5,2008,Developing,145,3.51,48.9,12.6,492.492378,91,0.718
74.2,2007,Developing,148,3.64,48.1,12.5,462.517913,94,0.714
74,2006,Developing,15,3.63,47.2,12.5,4313.1682,99,0.709
73.5,2005,Developing,161,3.59,46.3,12.4,482.24762,99,0.706
73.3,2004,Developing,165,3.67,45.4,11.1,3719.97351,97,0.689
73.1,2003,Developing,166,3.48,44.5,11.9,3465.221998,99,0.694
73,2002,Developing,167,3.76,43.5,11.7,3596.496282,99,0.69
72.7,2001,Developing,171,3.89,42.5,10.9,3394.878,99,0.68
72.6,2000,Developing,171,3.46,41.6,11.4,336.8742,95,0.682
83.5,2014,Developed,57,0.01,28.6,15.3,3896.21151,99,0.899
83.5,2013,Developed,56,7.55,28.2,15.3,4454.44746,99,0.894
83.3,2012,Developed,58,7.39,27.8,15.3,4863.47665,99,0.889
82.5,2011,Developed,64,7.39,27.4,15.1,48167.99727,96,0.884
83,2010,Developed,62,6.9,26.9,15.1,4457.67639,98,0.879
83,2009,Developed,64,7.09,26.4,15,4855.17564,99,0.881
82.7,2008,Developed,66,7.11,25.9,15,39339.29757,98,0.88
82.6,2007,Developed,67,7.29,25.4,15,35275.22843,97,0.877
82.4,2006,Developed,68,7.49,24.9,14.9,35433.98896,95,0.873
82,2005,Developed,69,7.99,24.4,14.9,37217.64873,95,0.87
82.1,2004,Developed,68,7.7,23.8,14.8,37688.72234,97,0.866
81.9,2003,Developed,7,7.83,23.4,14.8,3488.3992,97,0.863
81.8,2002,Developed,7,7.87,22.9,14.7,32289.3554,89,0.86
81.5,2001,Developed,72,8.03,22.5,14.6,33846.46564,81,0.856
81.1,2000,Developed,74,7.97,22.2,14.5,38532.488,98,0.852
74,2014,Developing,113,0.41,64.8,13.1,466.94775,98,0.737
73.9,2013,Developing,114,0.4,64,13.1,3992.86717,98,0.737
73.7,2012,Developing,115,0.41,63.2,12.9,387.753211,98,0.735
73.6,2011,Developing,116,0.43,62.4,13.1,387.324145,98,0.737
73.4,2010,Developing,117,0.51,61.7,13.2,3679.19275,98,0.739
73.3,2009,Developing,118,0.59,6.9,13.6,3492.1396,98,0.742
73.1,2008,Developing,119,0.61,6.1,13.6,3385.69665,98,0.739
73,2007,Developing,12,0.6,59.3,13.6,2762.86354,98,0.736
72.8,2006,Developing,121,0.59,58.6,13.7,2537.349,98,0.733
72.4,2005,Developing,127,0.55,57.8,13.8,223.83787,95,0.73
72.5,2004,Developing,125,0.54,57,13.5,261.456882,95,0.723
72.3,2003,Developing,127,0.54,56.3,13.2,1889.213962,97,0.717
72.1,2002,Developing,129,0.54,55.5,13,1812.288374,95,0.712
71.9,2001,Developing,131,0.55,54.8,12.7,1728.2659,97,0.706
71.7,2000,Developing,133,0.49,54,12.6,1657.889256,94,0.7
69.9,2014,Developing,22,6.29,52.3,15,1286.56511,95,0.789
69.5,2013,Developing,28,6.48,51.4,15,1389.8561,98,0.782
69.1,2012,Developing,214,6.82,5.6,14.7,12387.18982,98,0.774
68.5,2011,Developing,224,6.63,49.9,14.4,11634.42422,99,0.766
67.8,2010,Developing,236,6.83,49.2,14.5,97.649972,98,0.763
67.8,2009,Developing,235,6.64,48.5,14.6,7165.2775,99,0.758
66.6,2008,Developing,258,7.6,47.9,14.6,8513.564645,99,0.758
65.3,2007,Developing,288,7.44,47.3,14.7,6771.414797,94,0.754
65,2006,Developing,295,7.08,46.8,14.3,5291.57565,99,0.747
64.6,2005,Developing,294,6.94,46.3,13.9,3771.278957,99,0.737
64.7,2004,Developing,287,6.55,45.8,13.5,2874.288291,99,0.725
64.4,2003,Developing,282,6.58,45.3,13.1,268.123657,99,0.714
64.7,2002,Developing,276,5.99,44.8,12.7,1658.31146,95,0.7
64.4,2001,Developing,284,5.75,44.4,12.3,149.926751,95,0.685
63.9,2000,Developing,292,6,43.9,12.1,1229.958,96,0.676
62.9,2014,Developing,255,0.01,21.3,11.1,1335.6458,93,0.546
62.6,2013,Developing,258,1.84,2.7,11.1,1229.114798,94,0.541
62.1,2012,Developing,263,1.81,2.1,11.1,1155.2582,94,0.536
61.2,2011,Developing,278,1.8,19.5,11.1,987.4453967,97,0.53
63,2010,Developing,294,1.73,18.9,11.1,967.34773,9,0.523
59.1,2009,Developing,317,1.86,18.4,10.7,92.816252,89,0.514
57.9,2008,Developing,339,1.71,17.9,10.4,916.8992515,88,0.506
56.8,2007,Developing,356,1.97,17.3,10.1,839.181117,76,0.494
55.3,2006,Developing,388,1.76,16.9,9.7,697.66385,77,0.483
54.1,2005,Developing,412,1.82,16.4,9.6,519.7999346,7,0.474
53,2004,Developing,432,1.43,15.9,8.9,458.8843551,73,0.461
52.4,2003,Developing,437,1.49,15.5,8.2,436.6875357,75,0.45
52.1,2002,Developing,437,1.66,15.1,8.5,395.8493511,83,0.451
51.9,2001,Developing,434,1.63,14.7,8.4,41.7763612,77,0.447
51.9,2000,Developing,428,1.51,14.4,8.4,43.9797132,8,0.448
66.1,2014,Developing,2,0.01,77.1,11.9,1684.54274,79,0.597
65.8,2013,Developing,22,0.01,76.7,11.9,1724.361737,91,0.589
65.7,2012,Developing,24,0.01,76.2,11.9,1763.815497,92,0.581
65.5,2011,Developing,26,0.53,75.7,11.9,1692.613277,95,0.585
65.3,2010,Developing,27,0.48,75.2,11.9,1493.1651,95,0.584
65.2,2009,Developing,28,0.54,74.6,11.9,1297.285141,84,0.576
65.1,2008,Developing,21,0.46,74.1,11.6,1413.3234,74,0.572
65,2007,Developing,211,0.68,73.4,11.8,1357.632211,93,0.574
65,2006,Developing,212,0.76,72.8,12.1,1151.555618,86,0.576
64.9,2005,Developing,213,0.6,72.1,12.2,1214.556667,74,0
64.8,2004,Developing,214,0.48,71.4,12.4,113.6286,61,0
64.7,2003,Developing,215,0.5,7.6,11.6,115.3865,79,0
64.6,2002,Developing,217,0.49,69.7,11.7,826.58554,96,0
64.3,2001,Developing,219,0.6,68.8,10.4,734.9492461,88,0
64.1,2000,Developing,222,0.46,67.9,10,796.7937634,9,0
74.6,2014,Developing,82,0.01,7.8,13,42996.4812,94,0.787
74.5,2013,Developing,83,0.01,7.2,13.1,48399.9581,99,0.796
74.3,2012,Developing,84,0.01,69.5,13.2,51264.7134,98,0.794
74.2,2011,Developing,85,0.02,69,13.4,48268.5912,99,0.792
74,2010,Developing,86,0.01,68.4,13.5,38497.61696,98,0.79
73.9,2009,Developing,87,0.1,67.9,13.6,37567.3121,99,0.788
73.8,2008,Developing,88,0.03,67.5,13.8,55571.9986,99,0.787
73.7,2007,Developing,89,0.03,67.1,13.9,45793.97614,99,0.787
73.6,2006,Developing,89,0.01,66.7,14.1,42717.55725,99,0.787
73.6,2005,Developing,9,0.01,66.3,14.2,3549.26132,99,0.789
73.5,2004,Developing,91,0.02,65.9,14.4,26921.8278,98,0.791
73.4,2003,Developing,93,0.03,65.5,14.1,2271.56961,99,0.788
73.3,2002,Developing,94,0.01,65,13.9,17789.41981,99,0.785
73.2,2001,Developing,95,0.01,64.5,14,1654.96761,99,0.786
